web-scraper-order,web-scraper-start-url,Headlines,pages,pages-href,Year,Year-href
"1706897228-41","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Interest rates may see marginal rise in 2006","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-42","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","10.04 am | 28 Dec 2005","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-43","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","F&O strategy on Tata Motors, HDFC Bank","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-44","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","12.18 pm | 21 Dec 2005","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-45","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bank launches Kisan Card","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-46","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","10.45 am | 16 Dec 2005","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-47","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","F&O strategy on HDFC Bank, Cipla","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-48","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","10.19 am | 15 Dec 2005","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-49","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Hold HDFC Bank with stoploss of Rs 670: Mohindar","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-50","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","6.48 pm | 13 Dec 2005","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-51","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Srivastava bullish on ICICI Bank, HDFC Bank, SBI","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-52","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","12.36 pm | 13 Dec 2005","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-53","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Experts view mill land issue hearing in SC today","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-54","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","12.27 pm | 13 Dec 2005","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-55","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC favours `loan-to-value' risk weights","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-56","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","11.12 am | 10 Dec 2005","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-57","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Hold HDFC Bank, target of Rs 760, says broker","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-58","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","7.55 pm | 29 Nov 2005","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-59","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bank, MasterCard launch Corporate Card","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-60","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","6.21 pm | 24 Nov 2005","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-61","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","India story high on everyone's mind","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-62","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","10.44 am | 23 Nov 2005","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-63","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bank has target of Rs 730: Gaba","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-64","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","7.34 pm | 18 Nov 2005","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-65","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bank will go upto Rs 750, says Malkani","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-66","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","10.41 am | 17 Nov 2005","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-67","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bank's latest innovative offering � Forex on Swipe","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-68","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","1.34 pm | 14 Nov 2005","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-69","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Srivastava bullish on HDFC Bank, ICICI, SBI","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-70","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","12.18 pm | 14 Nov 2005","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-71","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Banks are showing bearish pattern, says Gujral","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-72","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","12.27 pm | 11 Nov 2005","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-73","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Stocks that Merrill Lynch played in the last 3 mths","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-74","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","3.02 pm | 09 Nov 2005","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-75","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","ICICI Bank, HDFC Bank should continue to do well: Lim","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-76","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","3.25 pm | 08 Nov 2005","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-77","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Hold HDFC Bank, says Malkani","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-78","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","10.35 am | 08 Nov 2005","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-79","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bank signs Analytics Service Agreement","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897228-80","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","4.08 pm | 07 Nov 2005","","","2000-2005","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2005"
"1706897230-81","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","SBI, Tata Steel are top advance tax payers","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-82","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","1.27 pm | 20 Dec 2006","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-83","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","CARE reaffirms the ratings of HDFC Bank Ltd","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-84","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","6.05 pm | 13 Dec 2006","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-85","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","ACC, Grasim looks good","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-86","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","5.02 pm | 13 Dec 2006","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-87","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Book profit in SBI at Rs 1296","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-88","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","2.24 pm | 13 Dec 2006","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-89","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Buy SBI, says Joshi","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-90","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","2.21 pm | 11 Dec 2006","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-91","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Maruti ties up with banks to promote scheme for NRIs","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-92","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","8.45 am | 07 Dec 2006","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-93","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","IBM helps HDFC Bank extract information insight","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-94","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","2.15 pm | 06 Dec 2006","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-95","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bank can go upto Rs 1250","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-96","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","4.57 pm | 30 Nov 2006","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-97","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Akhil Gupta bags CFO of the Year award","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-98","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","9.23 am | 27 Nov 2006","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-99","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Remain invested in Yes Bank","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-100","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","12.29 pm | 23 Nov 2006","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-101","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","IPO scam: Sebi slaps disgorgement order on NSDL, CDSL, DPs","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-102","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","6.29 pm | 21 Nov 2006","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-103","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Reduce HDFC Bank: Edelweiss Securities","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-104","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","3.41 pm | 21 Nov 2006","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-105","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","ONGC has support at Rs 825-830","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-106","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","12.47 pm | 20 Nov 2006","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-107","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Above Rs 400, Kotak Mahindra can touch Rs 460","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-108","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","12.29 pm | 20 Nov 2006","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-109","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Srivastava bullish on banking stocks","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-110","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","10.48 am | 20 Nov 2006","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-111","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Joshi underweight on private sector banks","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-112","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","4.02 pm | 17 Nov 2006","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-113","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bank can touch Rs 1150","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-114","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","6.21 pm | 15 Nov 2006","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-115","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","SBI, BoB, Bank of India look attractive","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-116","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","1.00 pm | 15 Nov 2006","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-117","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","UTI Bank looks good","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-118","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","4.10 pm | 14 Nov 2006","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-119","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Stay invested in ICICI Bank, HDFC Bank, UTI Bank","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897230-120","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","3.46 pm | 10 Nov 2006","","","2006","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2006"
"1706897233-121","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Buy bank stocks, says Sukhani","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-122","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","5.00 pm | 24 Dec 2007 |   Source: Moneycontrol.com","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-123","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","ICICI, IL&FS, Kotak groups take equity in MCX","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-124","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","11.32 am | 15 Dec 2007","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-125","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Cleartrip.com, HDFC Bk to give 50% cash back","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-126","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","6.11 pm | 14 Dec 2007","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-127","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Stay invested in SBI: Choksey","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-128","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","5.10 pm | 12 Dec 2007 |   Source: Moneycontrol.com","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-129","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Q2 GDP growth at 8.9%; experts see further dip in future","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-130","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","11.15 am | 30 Nov 2007 |   Source: CNBC-TV18","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-131","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","CARE reaffirms rtgs assigned to HDFC Bank","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-132","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","5.54 pm | 20 Nov 2007","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-133","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","RBI & 974 branches of banks to accept advance income tax","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
